size	dataType	view	cell	lab	geoSampleAccession	dccAccession	dataVersion	softwareVersion	type	md5sum	geoSampleAccesion	dateSubmitted	controlId	grant	dateResubmitted	origAssembly	treatment	replicate	antibody	control	setType	tableName	protocol	labExpId	localization	rnaExtract	strand	labVersion	labProtocolId	bioRep	project	composite	readType	dateUnrestricted	seqPlatform	spikeInPool	objStatus	subId	filename
418K	ChipSeq	Peaks	GM12878	HudsonAlpha	GSM803341	wgEncodeEH001541	ENCODE June 2010 Freeze	SPP	bigBed	06b96cdeb8eb22373030a16ae42ce058	NA	2010-06-07	SL516	Myers	NA	NA	None	NA	RXRA	NA	exp	NA	PCR1x	SL1063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12878RxraPcr1xAlnRep0_VS_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb
722K	ChipSeq	Peaks	GM12878	HudsonAlpha	NA	NA	ENCODE June 2010 Freeze	SPP	bigBed	471bcfb4c5fc8f703815bf5210e98410	NA	2010-06-21	SL517	Myers	NA	NA	None	NA	Sin3Ak-20	NA	exp	NA	PCR1x	SL495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12878Sin3ak20Pcr1xAlnRep0_VS_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb
482K	ChipSeq	Peaks	GM12878	HudsonAlpha	GSM803338	wgEncodeEH001542	ENCODE June 2010 Freeze	SPP	bigBed	3504c5830affee126074d318bc66bcf5	NA	2010-06-07	SL516	Myers	2010-06-07	NA	None	NA	SIX5	NA	exp	NA	PCR1x	SL1061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12878Six5Pcr1xAlnRep0_VS_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb
970K	ChipSeq	Peaks	GM12878	HudsonAlpha	GSM803363	wgEncodeEH001496	ENCODE June 2010 Freeze	SPP	bigBed	d72fbf35a9d9435e40e2231ef0b7bea8	NA	2009-12-17	SL517	Myers	2010-06-07	NA	None	NA	SP1	NA	exp	NA	PCR1x	SL746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12878Sp1Pcr1xAlnRep0_VS_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb
474K	ChipSeq	Peaks	GM12878	HudsonAlpha	GSM803350	wgEncodeEH001464	ENCODE June 2010 Freeze	SPP	bigBed	134bf2fe3aa15993b776bc8bbe3cdc39	NA	2008-11-20	SL217	Myers	2010-06-21	NA	None	NA	SRF	NA	exp	NA	PCR2x	SL291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12878SrfPcr2xAlnRep0_VS_wgEncodeHaibTfbsGm12878ControlPcr2xAlnRep0.bb
634K	ChipSeq	Peaks	GM12878	HudsonAlpha	GSM803477	wgEncodeEH001624	ENCODE Jan 2011 Freeze	SPP	bigBed	bd988fe94806cf0e912279b51fa15c4f	NA	2011-01-05	SL1613	Myers	NA	NA	None	NA	SRF	NA	exp	NA	v041610.1	SL3578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12878SrfV0416101AlnRep0_VS_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb
626K	ChipSeq	Peaks	GM12878	HudsonAlpha	GSM803537	wgEncodeEH001478	ENCODE June 2010 Freeze	SPP	bigBed	a80eb54d5e55e25d3e0339a314e49ea0	NA	2008-12-10	SL516	Myers	2010-06-07	NA	None	NA	TAF1	NA	exp	NA	PCR1x	SL588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12878Taf1Pcr1xAlnRep0_VS_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb
1.1M	ChipSeq	Peaks	GM12878	HudsonAlpha	GSM803389	wgEncodeEH001485	ENCODE June 2010 Freeze	SPP	bigBed	c887a75d1a50aa9e6abbce1957969f0c	NA	2009-10-27	SL516	Myers	2010-06-07	NA	None	NA	TCF12	NA	exp	NA	PCR1x	SL673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12878Tcf12Pcr1xAlnRep0_VS_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb
722K	ChipSeq	Peaks	GM12878	HudsonAlpha	GSM803347	wgEncodeEH001468	ENCODE June 2010 Freeze	SPP	bigBed	e0e7e6a3ed33fdf0d831d401e33dced9	NA	2009-07-02	SL217	Myers	2010-06-21	NA	None	NA	USF-1	NA	exp	NA	PCR2x	SL448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12878Usf1Pcr2xAlnRep0_VS_wgEncodeHaibTfbsGm12878ControlPcr2xAlnRep0.bb
1.3M	ChipSeq	Peaks	GM12878	HudsonAlpha	GSM803406	wgEncodeEH001657	ENCODE Jan 2011 Freeze	SPP	bigBed	c48f853ba1d69da337163997663451e7	NA	2011-02-15	SL1394	Myers	NA	NA	None	NA	YY1_(SC-281)	NA	exp	NA	PCR1x	SL1475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12878Yy1V0416101AlnRep0_VS_wgEncodeHaibTfbsGm12878ControlV0416101AlnRep1.bb
426K	ChipSeq	Peaks	GM12878	HudsonAlpha	GSM803392	wgEncodeEH001488	ENCODE June 2010 Freeze	SPP	bigBed	07cc17a26b31ec2200aeb8f7a8d37178	NA	2009-11-30	SL516	Myers	2010-06-07	NA	None	NA	ZBTB33	NA	exp	NA	PCR1x	SL814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12878Zbtb33Pcr1xAlnRep0_VS_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb
658K	ChipSeq	Peaks	GM12878	HudsonAlpha	GSM803411	wgEncodeEH001645	ENCODE Jan 2011 Freeze	SPP	bigBed	e5d083cb202047c9e034b01e43b16705	NA	2011-01-19	SL1394	Myers	NA	NA	None	NA	ZEB1_(SC-25388)	NA	exp	NA	v041610.2	SL2957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12878Zeb1sc25388V0416102AlnRep0_VS_wgEncodeHaibTfbsGm12878ControlPcr1xAlnRep0.bb
850K	ChipSeq	Peaks	GM12891	HudsonAlpha	GSM803397	wgEncodeEH001520	ENCODE Jan 2011 Freeze	SPP	bigBed	dddc238a677969ea8d17f5079319706e	NA	2010-12-14	SL817	Myers	NA	NA	None	NA	Oct-2	NA	exp	NA	PCR1x	SL802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12891Oct2Pcr1xAlnRep0_VS_wgEncodeHaibTfbsGm12891ControlPcr1xAlnRep0.bb
498K	ChipSeq	Peaks	GM12891	HudsonAlpha	GSM803337	wgEncodeEH001545	ENCODE June 2010 Freeze	SPP	bigBed	b276f44a8a77e90e4b8310e563c8f0bf	NA	2010-06-17	SL1782	Myers	NA	NA	None	NA	PAX5-C20	NA	exp	NA	v041610.1	SL1662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12891Pax5c20Pcr1xAlnRep0_VS_wgEncodeHaibTfbsGm12891ControlPcr1xAlnRep0.bb
1.2M	ChipSeq	Peaks	GM12891	HudsonAlpha	GSM803400	wgEncodeEH001523	ENCODE June 2010 Freeze	SPP	bigBed	d4aa958fa4fc1ccd8f3f4f6cc0f13ff5	NA	2010-01-11	SL817	Myers	2010-06-07	NA	None	NA	Pol2-4H8	NA	exp	NA	PCR1x	SL910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12891Pol24h8Pcr1xAlnRep0_VS_wgEncodeHaibTfbsGm12891ControlPcr1xAlnRep0.bb
1.2M	ChipSeq	Peaks	GM12891	HudsonAlpha	GSM803399	wgEncodeEH001522	ENCODE June 2010 Freeze	SPP	bigBed	1b7f00c09948539b000b01de6be97d31	NA	2010-01-11	SL817	Myers	2010-06-07	NA	None	NA	Pol2	NA	exp	NA	PCR1x	SL908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12891Pol2Pcr1xAlnRep0_VS_wgEncodeHaibTfbsGm12891ControlPcr1xAlnRep0.bb
850K	ChipSeq	Peaks	GM12891	HudsonAlpha	GSM803397	wgEncodeEH001520	ENCODE June 2010 Freeze	SPP	bigBed	f4204206c4bc07ae2f946c1c4e83a323	NA	2010-01-11	SL817	Myers	2010-06-07	NA	None	NA	POU2F2	NA	exp	NA	PCR1x	SL802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12891Pou2f2Pcr1xAlnRep0_VS_wgEncodeHaibTfbsGm12891ControlPcr1xAlnRep0.bb
2.0M	ChipSeq	Peaks	GM12891	HudsonAlpha	GSM803398	wgEncodeEH001521	ENCODE June 2010 Freeze	SPP	bigBed	e40a13081edc7c537e0d6cca87e6080f	NA	2010-01-11	SL817	Myers	2010-06-07	NA	None	NA	PU.1	NA	exp	NA	PCR1x	SL977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12891Pu1Pcr1xAlnRep0_VS_wgEncodeHaibTfbsGm12891ControlPcr1xAlnRep0.bb
794K	ChipSeq	Peaks	GM12891	HudsonAlpha	GSM803393	wgEncodeEH001524	ENCODE June 2010 Freeze	SPP	bigBed	9ccfaabe2414514036b10424b1235e29	NA	2010-01-11	SL817	Myers	2010-06-07	NA	None	NA	TAF1	NA	exp	NA	PCR1x	SL749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12891Taf1Pcr1xAlnRep0_VS_wgEncodeHaibTfbsGm12891ControlPcr1xAlnRep0.bb
858K	ChipSeq	Peaks	GM12891	HudsonAlpha	GSM803535	wgEncodeEH001573	ENCODE Jan 2011 Freeze	SPP	bigBed	f52b127bc91a06d43ebffe397b25dc28	NA	2010-09-27	SL1782	Myers	NA	NA	None	NA	YY1_(C-20)	NA	exp	NA	v041610.1	SL2388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12891Yy1c20V0416101AlnRep0_VS_wgEncodeHaibTfbsGm12891ControlPcr1xAlnRep0.bb
746K	ChipSeq	Peaks	GM12892	HudsonAlpha	GSM803334	wgEncodeEH001546	ENCODE June 2010 Freeze	SPP	bigBed	4e031201bfad541def359d3a8e12fdf1	NA	2010-06-17	SL1783	Myers	NA	NA	None	NA	PAX5-C20	NA	exp	NA	v041610.1	SL1664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12892Pax5c20Pcr1xAlnRep0_VS_wgEncodeHaibTfbsGm12892ControlPcr1xAlnRep0.bb
1.2M	ChipSeq	Peaks	GM12892	HudsonAlpha	GSM803490	wgEncodeEH001512	ENCODE June 2010 Freeze	SPP	bigBed	fb37dbf2a3464427a836649596502846	NA	2010-01-11	SL818	Myers	2010-06-07	NA	None	NA	Pol2-4H8	NA	exp	NA	PCR1x	SL911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12892Pol24h8Pcr1xAlnRep0_VS_wgEncodeHaibTfbsGm12892ControlPcr1xAlnRep0.bb
1.2M	ChipSeq	Peaks	GM12892	HudsonAlpha	GSM803490	wgEncodeEH001512	ENCODE Jan 2011 Freeze	SPP	bigBed	fb37dbf2a3464427a836649596502846	NA	2010-12-20	SL818	Myers	NA	NA	None	NA	Pol2-4H8	NA	exp	NA	v041610.2	SL911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12892Pol24h8V0416102AlnRep0_VS_wgEncodeHaibTfbsGm12892ControlPcr1xAlnRep0.bb
1.3M	ChipSeq	Peaks	GM12892	HudsonAlpha	GSM803487	wgEncodeEH001511	ENCODE June 2010 Freeze	SPP	bigBed	719382fc5e4d425440709a493da0610b	NA	2010-01-11	SL818	Myers	2010-06-07	NA	None	NA	Pol2	NA	exp	NA	PCR1x	SL909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12892Pol2Pcr1xAlnRep0_VS_wgEncodeHaibTfbsGm12892ControlPcr1xAlnRep0.bb
1.3M	ChipSeq	Peaks	GM12892	HudsonAlpha	GSM803487	wgEncodeEH001511	ENCODE Jan 2011 Freeze	SPP	bigBed	519a1bb120f6bd9c5d46e6d177fb871c	NA	2010-12-20	SL818	Myers	NA	NA	None	NA	Pol2	NA	exp	NA	v041610.2	SL909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12892Pol2V0416102AlnRep0_VS_wgEncodeHaibTfbsGm12892ControlPcr1xAlnRep0.bb
618K	ChipSeq	Peaks	GM12892	HudsonAlpha	GSM803489	wgEncodeEH001513	ENCODE June 2010 Freeze	SPP	bigBed	ea32bef6e6cd857dbdd0a7bfe16586b5	NA	2010-01-12	SL818	Myers	2010-06-07	NA	None	NA	TAF1	NA	exp	NA	PCR1x	SL736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12892Taf1Pcr1xAlnRep0_VS_wgEncodeHaibTfbsGm12892ControlPcr1xAlnRep0.bb
618K	ChipSeq	Peaks	GM12892	HudsonAlpha	GSM803489	wgEncodeEH001513	ENCODE Jan 2011 Freeze	SPP	bigBed	eccd534014019fd17460de8ed8eec1db	NA	2010-12-20	SL818	Myers	NA	NA	None	NA	TAF1	NA	exp	NA	v041610.2	SL736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12892Taf1V0416102AlnRep0_VS_wgEncodeHaibTfbsGm12892ControlPcr1xAlnRep0.bb
794K	ChipSeq	Peaks	GM12892	HudsonAlpha	GSM803516	wgEncodeEH001609	ENCODE Jan 2011 Freeze	SPP	bigBed	8dce95e7b3f223eca5a9dbd9cf5a0c3b	NA	2010-12-08	SL1783	Myers	NA	NA	None	NA	YY1	NA	exp	NA	v041610.1	SL2132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsGm12892Yy1V0416101AlnRep0_VS_wgEncodeHaibTfbsGm12892ControlPcr1xAlnRep0.bb
530K	ChipSeq	Peaks	H1-hESC	HudsonAlpha	GSM803512	wgEncodeEH001566	ENCODE Jan 2011 Freeze	SPP	bigBed	4d4d35fb3e9c4aac5be0e4ef8b1275f6	NA	2010-09-15	SL1398	Myers	NA	NA	None	NA	ATF3	NA	exp	NA	v041610.2	SL1519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsH1hescAtf3Pcr1xAlnRep0_VS_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb
402K	ChipSeq	Peaks	H1-hESC	HudsonAlpha	GSM803396	wgEncodeEH001527	ENCODE June 2010 Freeze	SPP	bigBed	a5be1c839e5300abe6b6854fd9ecdc7b	NA	2010-04-22	SL969	Myers	NA	NA	None	NA	BCL11A	NA	exp	NA	PCR1x	SL1161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsH1hescBcl11aPcr1xAlnRep0_VS_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb
546K	ChipSeq	Peaks	H1-hESC	HudsonAlpha	NA	NA	ENCODE June 2010 Freeze	SPP	bigBed	c32f0c8d130ddb55d2ed3be909fd601a	NA	2010-04-22	SL969	Myers	NA	NA	None	NA	BCL3	NA	exp	NA	PCR1x	SL1164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsH1hescBcl3Pcr1xAlnRep0_VS_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb
2.8M	ChipSeq	Peaks	H1-hESC	HudsonAlpha	GSM803419	wgEncodeEH001649	ENCODE Jan 2011 Freeze	SPP	bigBed	f7b8211ccdc6d2179ac62d9e0ee08941	NA	2011-01-21	SL1398	Myers	NA	NA	None	NA	CTCF_(SC-5916)	NA	exp	NA	v041610.2	SL2688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsH1hescCtcfsc5916V0416102AlnRep0_VS_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb
394K	ChipSeq	Peaks	H1-hESC	HudsonAlpha	GSM803430	wgEncodeEH001538	ENCODE June 2010 Freeze	SPP	bigBed	a50810f74f303e3306166bcaba61a928	NA	2010-05-27	SL969	Myers	NA	NA	None	NA	Egr-1	NA	exp	NA	v041610.1	SL1482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsH1hescEgr1V0416101AlnRep0_VS_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb
394K	ChipSeq	Peaks	H1-hESC	HudsonAlpha	GSM803430	wgEncodeEH001538	ENCODE Jan 2011 Freeze	SPP	bigBed	e230af238ef0b90833ac943ce8924b69	NA	2010-12-22	SL1398	Myers	NA	NA	None	NA	Egr-1	NA	exp	NA	v041610.2	SL1482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsH1hescEgr1V0416102AlnRep0_VS_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb
530K	ChipSeq	Peaks	H1-hESC	HudsonAlpha	GSM803424	wgEncodeEH001534	ENCODE June 2010 Freeze	SPP	bigBed	2fb4f0f75267bd27a630572cd87bfb16	NA	2010-04-29	SL969	Myers	NA	NA	None	NA	GABP	NA	exp	NA	PCR1x	SL1518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsH1hescGabpPcr1xAlnRep0_VS_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb
362K	ChipSeq	Peaks	H1-hESC	HudsonAlpha	GSM803345	wgEncodeEH001659	ENCODE Jan 2011 Freeze	SPP	bigBed	f5c7e9cb0b5d6a7eedd8a00f87b67c3c	NA	2011-01-21	SL1398	Myers	NA	NA	None	NA	HDAC2_(SC-6296)	NA	exp	NA	v041610.2	SL3454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsH1hescHdac2sc6296V0416102AlnRep0_VS_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb
826K	ChipSeq	Peaks	H1-hESC	HudsonAlpha	GSM803529	wgEncodeEH001579	ENCODE Jan 2011. Freeze	SPP	bigBed	f06c6f45f91ca489bf8bc8f102c0441a	NA	2010-10-22	SL1398	Myers	NA	NA	None	NA	JunD	NA	exp	NA	v041610.2	SL2690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsH1hescJundV0416102AlnRep0_VS_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb
786K	ChipSeq	Peaks	H1-hESC	HudsonAlpha	GSM803437	wgEncodeEH001635	ENCODE Jan 2011 Freeze	SPP	bigBed	5914c941251dbb6e7be01e7ae1a164d2	NA	2011-01-11	SL1398	Myers	NA	NA	None	NA	NANOG_(SC-33759)	NA	exp	NA	v041610.2	SL2687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsH1hescNanogsc33759V0416102AlnRep0_VS_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb
786K	ChipSeq	Peaks	H1-hESC	HudsonAlpha	GSM803365	wgEncodeEH001498	ENCODE June 2010 Freeze	SPP	bigBed	9dbece887435effb9f17aea167e66685	NA	2009-12-17	SL969	Myers	2010-06-07	NA	None	NA	NRSF	NA	exp	NA	PCR1x	SL978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsH1hescNrsfPcr1xAlnRep0_VS_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb
802K	ChipSeq	Peaks	H1-hESC	HudsonAlpha	GSM803365	wgEncodeEH001498	ENCODE Jan 2011 Freeze	SPP	bigBed	8ae1bd1930e9ca334801a0cb600cbb10	NA	2010-12-22	SL969	Myers	NA	NA	None	NA	NRSF	NA	exp	NA	v041610.2	SL978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsH1hescNrsfV0416102AlnRep0_VS_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb
434K	ChipSeq	Peaks	H1-hESC	HudsonAlpha	GSM803542	wgEncodeEH001574	ENCODE Jan 2011 Freeze	SPP	bigBed	05d204ec9bc48b2171ef2760a0935c77	NA	2010-09-27	SL1398	Myers	NA	NA	None	NA	p300	NA	exp	NA	v041610.2	SL1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	http://ftp.ebi.ac.uk/pub/databases/ensembl/encode/integration_data_jan2011/byDataType/peaks/jan2011/spp/optimal/hub/spp.optimal.wgEncodeHaibTfbsH1hescP300Pcr1xAlnRep0_VS_wgEncodeHaibTfbsH1hescControlPcr1xAlnRep0.bb
